university_slug,programme_official_title,level,discipline,duration,campus,delivery_mode,intl_status,intl_evidence_url,official_source_url,other_sources,already_on_site,existing_offering_slug,canonical_course_match,notes
sri-ramachandra-institute-of-higher-education-and-research,BBA hospital and health systems management,UG,Business/Healthcare Management,,Chennai (Porur),full-time,open_to_international,https://media.sriramachandra.edu/ms/storage/2026/04/PROSPECTUS_Foreign-Nationals-Admissions-18_April_2026-compressed.pdf,https://sriramachandra.edu/programme/b-b-a-hospital-and-health-systems-management/,,no,,GAP:b-b-a-hospital-and-health-systems-management,UG FN prospectus is described as covering programmes 'excluding Medical & Dental'; individual programme-level confirmation for this specific title was not fetched in this pass.
sri-ramachandra-institute-of-higher-education-and-research,DM cardiac anesthesia,Doctoral,Medicine (super-speciality),,Chennai (Porur),full-time,unknown,,https://sriramachandra.edu/programme/d-m-cardiac-anesthesia/,,no,,GAP:d-m-cardiac-anesthesia,"MD/MS/MDS/DM/M.Ch. clinical postgraduate seats in India are normally filled via NEET-PG/NEET-SS counselling with a small, separately administered foreign-national quota; SRIHER's general international prospectuses reviewed for this task did not confirm a route for this specific speciality."
sri-ramachandra-institute-of-higher-education-and-research,DM cardiology,Doctoral,Medicine (super-speciality),,Chennai (Porur),full-time,unknown,,https://sriramachandra.edu/programme/d-m-cardiology/,,no,,GAP:d-m-cardiology,"MD/MS/MDS/DM/M.Ch. clinical postgraduate seats in India are normally filled via NEET-PG/NEET-SS counselling with a small, separately administered foreign-national quota; SRIHER's general international prospectuses reviewed for this task did not confirm a route for this specific speciality."
sri-ramachandra-institute-of-higher-education-and-research,DM clinical immunology and rheumatology,Doctoral,Medicine (super-speciality),,Chennai (Porur),full-time,unknown,,https://sriramachandra.edu/programme/d-m-clinical-immunology-and-rheumatology/,,no,,GAP:d-m-clinical-immunology-and-rheumatology,"MD/MS/MDS/DM/M.Ch. clinical postgraduate seats in India are normally filled via NEET-PG/NEET-SS counselling with a small, separately administered foreign-national quota; SRIHER's general international prospectuses reviewed for this task did not confirm a route for this specific speciality."
sri-ramachandra-institute-of-higher-education-and-research,DM critical care medicine,Doctoral,Medicine (super-speciality),,Chennai (Porur),full-time,unknown,,https://sriramachandra.edu/programme/d-m-critical-care-medicine/,,no,,GAP:d-m-critical-care-medicine,"MD/MS/MDS/DM/M.Ch. clinical postgraduate seats in India are normally filled via NEET-PG/NEET-SS counselling with a small, separately administered foreign-national quota; SRIHER's general international prospectuses reviewed for this task did not confirm a route for this specific speciality."
sri-ramachandra-institute-of-higher-education-and-research,DM endocrinology,Doctoral,Medicine (super-speciality),,Chennai (Porur),full-time,unknown,,https://sriramachandra.edu/programme/d-m-endocrinology/,,no,,GAP:d-m-endocrinology,"MD/MS/MDS/DM/M.Ch. clinical postgraduate seats in India are normally filled via NEET-PG/NEET-SS counselling with a small, separately administered foreign-national quota; SRIHER's general international prospectuses reviewed for this task did not confirm a route for this specific speciality."
sri-ramachandra-institute-of-higher-education-and-research,DM hepatology,Doctoral,Medicine (super-speciality),,Chennai (Porur),full-time,unknown,,https://sriramachandra.edu/programme/d-m-hepatology/,,no,,GAP:d-m-hepatology,"MD/MS/MDS/DM/M.Ch. clinical postgraduate seats in India are normally filled via NEET-PG/NEET-SS counselling with a small, separately administered foreign-national quota; SRIHER's general international prospectuses reviewed for this task did not confirm a route for this specific speciality."
sri-ramachandra-institute-of-higher-education-and-research,DM medical gastroenterology,Doctoral,Medicine (super-speciality),,Chennai (Porur),full-time,unknown,,https://sriramachandra.edu/programme/d-m-medical-gastroenterology/,,no,,GAP:d-m-medical-gastroenterology,"MD/MS/MDS/DM/M.Ch. clinical postgraduate seats in India are normally filled via NEET-PG/NEET-SS counselling with a small, separately administered foreign-national quota; SRIHER's general international prospectuses reviewed for this task did not confirm a route for this specific speciality."
sri-ramachandra-institute-of-higher-education-and-research,DM medical oncology,Doctoral,Medicine (super-speciality),,Chennai (Porur),full-time,unknown,,https://sriramachandra.edu/programme/d-m-medical-oncology/,,no,,GAP:d-m-medical-oncology,"MD/MS/MDS/DM/M.Ch. clinical postgraduate seats in India are normally filled via NEET-PG/NEET-SS counselling with a small, separately administered foreign-national quota; SRIHER's general international prospectuses reviewed for this task did not confirm a route for this specific speciality."
sri-ramachandra-institute-of-higher-education-and-research,DM neonatology,Doctoral,Medicine (super-speciality),,Chennai (Porur),full-time,unknown,,https://sriramachandra.edu/programme/d-m-neonatology/,,no,,GAP:d-m-neonatology,"MD/MS/MDS/DM/M.Ch. clinical postgraduate seats in India are normally filled via NEET-PG/NEET-SS counselling with a small, separately administered foreign-national quota; SRIHER's general international prospectuses reviewed for this task did not confirm a route for this specific speciality."
sri-ramachandra-institute-of-higher-education-and-research,DM nephrology,Doctoral,Medicine (super-speciality),,Chennai (Porur),full-time,unknown,,https://sriramachandra.edu/programme/d-m-nephrology/,,no,,GAP:d-m-nephrology,"MD/MS/MDS/DM/M.Ch. clinical postgraduate seats in India are normally filled via NEET-PG/NEET-SS counselling with a small, separately administered foreign-national quota; SRIHER's general international prospectuses reviewed for this task did not confirm a route for this specific speciality."
sri-ramachandra-institute-of-higher-education-and-research,DM neuro radiology,Doctoral,Medicine (super-speciality),,Chennai (Porur),full-time,unknown,,https://sriramachandra.edu/programme/d-m-neuro-radiology/,,no,,GAP:d-m-neuro-radiology,"MD/MS/MDS/DM/M.Ch. clinical postgraduate seats in India are normally filled via NEET-PG/NEET-SS counselling with a small, separately administered foreign-national quota; SRIHER's general international prospectuses reviewed for this task did not confirm a route for this specific speciality."
sri-ramachandra-institute-of-higher-education-and-research,DM neurology,Doctoral,Medicine (super-speciality),,Chennai (Porur),full-time,unknown,,https://sriramachandra.edu/programme/d-m-neurology/,,no,,GAP:d-m-neurology,"MD/MS/MDS/DM/M.Ch. clinical postgraduate seats in India are normally filled via NEET-PG/NEET-SS counselling with a small, separately administered foreign-national quota; SRIHER's general international prospectuses reviewed for this task did not confirm a route for this specific speciality."
sri-ramachandra-institute-of-higher-education-and-research,DM paediatric oncology,Doctoral,Medicine (super-speciality),,Chennai (Porur),full-time,unknown,,https://sriramachandra.edu/programme/d-m-paediatric-oncology/,,no,,GAP:d-m-paediatric-oncology,"MD/MS/MDS/DM/M.Ch. clinical postgraduate seats in India are normally filled via NEET-PG/NEET-SS counselling with a small, separately administered foreign-national quota; SRIHER's general international prospectuses reviewed for this task did not confirm a route for this specific speciality."
sri-ramachandra-institute-of-higher-education-and-research,MBA hospital health systems management,PG,Business/Healthcare Management,2 years,Chennai (Porur),full-time,open_to_international,https://media.sriramachandra.edu/ms/storage/2026/06/PG_-PROSPECTUS_NRI_FN_2026_27_Final.pdf,https://sriramachandra.edu/programme/m-b-a-hospital-health-systems-management/,,yes,sriher-chennai-mba-hospital-health-systems-management,mba-healthcare-management,"PG NRI/FN prospectus covers non-medical, non-dental postgraduate programmes; individual programme-level confirmation for this specific title was not fetched in this pass."
sri-ramachandra-institute-of-higher-education-and-research,M.Ch. cardiovascular and thoracic surgery,Doctoral,Medicine (super-speciality),,Chennai (Porur),full-time,unknown,,https://sriramachandra.edu/programme/m-ch-cardiovascular-and-thoracic-surgery/,,no,,GAP:m-ch-cardiovascular-and-thoracic-surgery,"MD/MS/MDS/DM/M.Ch. clinical postgraduate seats in India are normally filled via NEET-PG/NEET-SS counselling with a small, separately administered foreign-national quota; SRIHER's general international prospectuses reviewed for this task did not confirm a route for this specific speciality."
sri-ramachandra-institute-of-higher-education-and-research,M.Ch. hand surgery,Doctoral,Medicine (super-speciality),,Chennai (Porur),full-time,unknown,,https://sriramachandra.edu/programme/m-ch-hand-surgery/,,no,,GAP:m-ch-hand-surgery,"MD/MS/MDS/DM/M.Ch. clinical postgraduate seats in India are normally filled via NEET-PG/NEET-SS counselling with a small, separately administered foreign-national quota; SRIHER's general international prospectuses reviewed for this task did not confirm a route for this specific speciality."
sri-ramachandra-institute-of-higher-education-and-research,M.Ch. neuro surgery 6 years,Doctoral,Medicine (super-speciality),,Chennai (Porur),full-time,unknown,,https://sriramachandra.edu/programme/m-ch-neuro-surgery-6-years/,,no,,GAP:m-ch-neuro-surgery-6-years,"MD/MS/MDS/DM/M.Ch. clinical postgraduate seats in India are normally filled via NEET-PG/NEET-SS counselling with a small, separately administered foreign-national quota; SRIHER's general international prospectuses reviewed for this task did not confirm a route for this specific speciality."
sri-ramachandra-institute-of-higher-education-and-research,M.Ch. neuro surgery,Doctoral,Medicine (super-speciality),,Chennai (Porur),full-time,unknown,,https://sriramachandra.edu/programme/m-ch-neuro-surgery/,,no,,GAP:m-ch-neuro-surgery,"MD/MS/MDS/DM/M.Ch. clinical postgraduate seats in India are normally filled via NEET-PG/NEET-SS counselling with a small, separately administered foreign-national quota; SRIHER's general international prospectuses reviewed for this task did not confirm a route for this specific speciality."
sri-ramachandra-institute-of-higher-education-and-research,M.Ch. paediatric surgery,Doctoral,Medicine (super-speciality),,Chennai (Porur),full-time,unknown,,https://sriramachandra.edu/programme/m-ch-paediatric-surgery/,,no,,GAP:m-ch-paediatric-surgery,"MD/MS/MDS/DM/M.Ch. clinical postgraduate seats in India are normally filled via NEET-PG/NEET-SS counselling with a small, separately administered foreign-national quota; SRIHER's general international prospectuses reviewed for this task did not confirm a route for this specific speciality."
sri-ramachandra-institute-of-higher-education-and-research,M.Ch. pediatric surgery,Doctoral,Medicine (super-speciality),,Chennai (Porur),full-time,unknown,,https://sriramachandra.edu/programme/m-ch-pediatric-surgery/,,no,,GAP:m-ch-pediatric-surgery,"MD/MS/MDS/DM/M.Ch. clinical postgraduate seats in India are normally filled via NEET-PG/NEET-SS counselling with a small, separately administered foreign-national quota; SRIHER's general international prospectuses reviewed for this task did not confirm a route for this specific speciality."
sri-ramachandra-institute-of-higher-education-and-research,M.Ch. plastic reconstructive surgery,Doctoral,Medicine (super-speciality),,Chennai (Porur),full-time,unknown,,https://sriramachandra.edu/programme/m-ch-plastic-reconstructive-surgery/,,no,,GAP:m-ch-plastic-reconstructive-surgery,"MD/MS/MDS/DM/M.Ch. clinical postgraduate seats in India are normally filled via NEET-PG/NEET-SS counselling with a small, separately administered foreign-national quota; SRIHER's general international prospectuses reviewed for this task did not confirm a route for this specific speciality."
sri-ramachandra-institute-of-higher-education-and-research,M.Ch. reproductive medicine and surgery,Doctoral,Medicine (super-speciality),,Chennai (Porur),full-time,unknown,,https://sriramachandra.edu/programme/m-ch-reproductive-medicine-and-surgery/,,no,,GAP:m-ch-reproductive-medicine-and-surgery,"MD/MS/MDS/DM/M.Ch. clinical postgraduate seats in India are normally filled via NEET-PG/NEET-SS counselling with a small, separately administered foreign-national quota; SRIHER's general international prospectuses reviewed for this task did not confirm a route for this specific speciality."
sri-ramachandra-institute-of-higher-education-and-research,M.Ch. surgical gastroenterology,Doctoral,Medicine (super-speciality),,Chennai (Porur),full-time,unknown,,https://sriramachandra.edu/programme/m-ch-surgical-gastroenterology/,,no,,GAP:m-ch-surgical-gastroenterology,"MD/MS/MDS/DM/M.Ch. clinical postgraduate seats in India are normally filled via NEET-PG/NEET-SS counselling with a small, separately administered foreign-national quota; SRIHER's general international prospectuses reviewed for this task did not confirm a route for this specific speciality."
sri-ramachandra-institute-of-higher-education-and-research,M.Ch. surgical oncology,Doctoral,Medicine (super-speciality),,Chennai (Porur),full-time,unknown,,https://sriramachandra.edu/programme/m-ch-surgical-oncology/,,no,,GAP:m-ch-surgical-oncology,"MD/MS/MDS/DM/M.Ch. clinical postgraduate seats in India are normally filled via NEET-PG/NEET-SS counselling with a small, separately administered foreign-national quota; SRIHER's general international prospectuses reviewed for this task did not confirm a route for this specific speciality."
sri-ramachandra-institute-of-higher-education-and-research,M.Ch. urology,Doctoral,Medicine (super-speciality),,Chennai (Porur),full-time,unknown,,https://sriramachandra.edu/programme/m-ch-urology-2/,,no,,GAP:m-ch-urology-2,"MD/MS/MDS/DM/M.Ch. clinical postgraduate seats in India are normally filled via NEET-PG/NEET-SS counselling with a small, separately administered foreign-national quota; SRIHER's general international prospectuses reviewed for this task did not confirm a route for this specific speciality."
sri-ramachandra-institute-of-higher-education-and-research,M.Ch. vascular surgery,Doctoral,Medicine (super-speciality),,Chennai (Porur),full-time,unknown,,https://sriramachandra.edu/programme/m-ch-vascular-surgery/,,no,,GAP:m-ch-vascular-surgery,"MD/MS/MDS/DM/M.Ch. clinical postgraduate seats in India are normally filled via NEET-PG/NEET-SS counselling with a small, separately administered foreign-national quota; SRIHER's general international prospectuses reviewed for this task did not confirm a route for this specific speciality."
sri-ramachandra-institute-of-higher-education-and-research,MD anaesthesiology,PG,Medicine,3 years,Chennai (Porur),full-time,unknown,,https://sriramachandra.edu/programme/m-d-anaesthesiology/,,no,,md-anaesthesiology,"MD/MS/MDS/DM/M.Ch. clinical postgraduate seats in India are normally filled via NEET-PG/NEET-SS counselling with a small, separately administered foreign-national quota; SRIHER's general international prospectuses reviewed for this task did not confirm a route for this specific speciality."
sri-ramachandra-institute-of-higher-education-and-research,MD anatomy,PG,Medicine,3 years,Chennai (Porur),full-time,unknown,,https://sriramachandra.edu/programme/m-d-anatomy/,,no,,md-anatomy,"MD/MS/MDS/DM/M.Ch. clinical postgraduate seats in India are normally filled via NEET-PG/NEET-SS counselling with a small, separately administered foreign-national quota; SRIHER's general international prospectuses reviewed for this task did not confirm a route for this specific speciality."
sri-ramachandra-institute-of-higher-education-and-research,MD biochemistry,PG,Medicine,3 years,Chennai (Porur),full-time,unknown,,https://sriramachandra.edu/programme/m-d-biochemistry/,,no,,md-biochemistry,"MD/MS/MDS/DM/M.Ch. clinical postgraduate seats in India are normally filled via NEET-PG/NEET-SS counselling with a small, separately administered foreign-national quota; SRIHER's general international prospectuses reviewed for this task did not confirm a route for this specific speciality."
sri-ramachandra-institute-of-higher-education-and-research,MD community medicine,PG,Medicine,3 years,Chennai (Porur),full-time,unknown,,https://sriramachandra.edu/programme/m-d-community-medicine/,,no,,md-community-medicine,"MD/MS/MDS/DM/M.Ch. clinical postgraduate seats in India are normally filled via NEET-PG/NEET-SS counselling with a small, separately administered foreign-national quota; SRIHER's general international prospectuses reviewed for this task did not confirm a route for this specific speciality."
sri-ramachandra-institute-of-higher-education-and-research,MD dermatologyvenereology and leprosy,PG,Medicine,3 years,Chennai (Porur),full-time,unknown,,https://sriramachandra.edu/programme/m-d-dermatologyvenereology-and-leprosy-2/,,no,,md-dermatology-venereology-leprosy,"MD/MS/MDS/DM/M.Ch. clinical postgraduate seats in India are normally filled via NEET-PG/NEET-SS counselling with a small, separately administered foreign-national quota; SRIHER's general international prospectuses reviewed for this task did not confirm a route for this specific speciality."
sri-ramachandra-institute-of-higher-education-and-research,MD emergency medicine,PG,Medicine,3 years,Chennai (Porur),full-time,unknown,,https://sriramachandra.edu/programme/m-d-emergency-medicine/,,no,,md-emergency-medicine,"MD/MS/MDS/DM/M.Ch. clinical postgraduate seats in India are normally filled via NEET-PG/NEET-SS counselling with a small, separately administered foreign-national quota; SRIHER's general international prospectuses reviewed for this task did not confirm a route for this specific speciality."
sri-ramachandra-institute-of-higher-education-and-research,MD forensic medicine,PG,Medicine,,Chennai (Porur),full-time,unknown,,https://sriramachandra.edu/programme/m-d-forensic-medicine/,,no,,GAP:m-d-forensic-medicine,"MD/MS/MDS/DM/M.Ch. clinical postgraduate seats in India are normally filled via NEET-PG/NEET-SS counselling with a small, separately administered foreign-national quota; SRIHER's general international prospectuses reviewed for this task did not confirm a route for this specific speciality."
sri-ramachandra-institute-of-higher-education-and-research,MD general medicine,PG,Medicine,3 years,Chennai (Porur),full-time,unknown,,https://sriramachandra.edu/programme/m-d-general-medicine/,,no,,md-general-medicine,"MD/MS/MDS/DM/M.Ch. clinical postgraduate seats in India are normally filled via NEET-PG/NEET-SS counselling with a small, separately administered foreign-national quota; SRIHER's general international prospectuses reviewed for this task did not confirm a route for this specific speciality."
sri-ramachandra-institute-of-higher-education-and-research,MD immuno haematology blood transfusion,PG,Medicine,,Chennai (Porur),full-time,unknown,,https://sriramachandra.edu/programme/m-d-immuno-haematology-blood-transfusion/,,no,,GAP:m-d-immuno-haematology-blood-transfusion,"MD/MS/MDS/DM/M.Ch. clinical postgraduate seats in India are normally filled via NEET-PG/NEET-SS counselling with a small, separately administered foreign-national quota; SRIHER's general international prospectuses reviewed for this task did not confirm a route for this specific speciality."
sri-ramachandra-institute-of-higher-education-and-research,MD microbiology,PG,Medicine,3 years,Chennai (Porur),full-time,unknown,,https://sriramachandra.edu/programme/m-d-microbiology/,,no,,md-microbiology,"MD/MS/MDS/DM/M.Ch. clinical postgraduate seats in India are normally filled via NEET-PG/NEET-SS counselling with a small, separately administered foreign-national quota; SRIHER's general international prospectuses reviewed for this task did not confirm a route for this specific speciality."
sri-ramachandra-institute-of-higher-education-and-research,MD paediatrics,PG,Medicine,3 years,Chennai (Porur),full-time,unknown,,https://sriramachandra.edu/programme/m-d-paediatrics/,,no,,md-paediatrics,"MD/MS/MDS/DM/M.Ch. clinical postgraduate seats in India are normally filled via NEET-PG/NEET-SS counselling with a small, separately administered foreign-national quota; SRIHER's general international prospectuses reviewed for this task did not confirm a route for this specific speciality."
sri-ramachandra-institute-of-higher-education-and-research,MD pathology,PG,Medicine,3 years,Chennai (Porur),full-time,unknown,,https://sriramachandra.edu/programme/m-d-pathology/,,no,,md-pathology,"MD/MS/MDS/DM/M.Ch. clinical postgraduate seats in India are normally filled via NEET-PG/NEET-SS counselling with a small, separately administered foreign-national quota; SRIHER's general international prospectuses reviewed for this task did not confirm a route for this specific speciality."
sri-ramachandra-institute-of-higher-education-and-research,MD pharmacology,PG,Medicine,3 years,Chennai (Porur),full-time,unknown,,https://sriramachandra.edu/programme/m-d-pharmacology/,,no,,md-pharmacology,"MD/MS/MDS/DM/M.Ch. clinical postgraduate seats in India are normally filled via NEET-PG/NEET-SS counselling with a small, separately administered foreign-national quota; SRIHER's general international prospectuses reviewed for this task did not confirm a route for this specific speciality."
sri-ramachandra-institute-of-higher-education-and-research,MD physiology,PG,Medicine,,Chennai (Porur),full-time,unknown,,https://sriramachandra.edu/programme/m-d-physiology/,,no,,GAP:m-d-physiology,"MD/MS/MDS/DM/M.Ch. clinical postgraduate seats in India are normally filled via NEET-PG/NEET-SS counselling with a small, separately administered foreign-national quota; SRIHER's general international prospectuses reviewed for this task did not confirm a route for this specific speciality."
sri-ramachandra-institute-of-higher-education-and-research,MD psychiatry,PG,Medicine,3 years,Chennai (Porur),full-time,unknown,,https://sriramachandra.edu/programme/m-d-psychiatry/,,no,,md-psychiatry,"MD/MS/MDS/DM/M.Ch. clinical postgraduate seats in India are normally filled via NEET-PG/NEET-SS counselling with a small, separately administered foreign-national quota; SRIHER's general international prospectuses reviewed for this task did not confirm a route for this specific speciality."
sri-ramachandra-institute-of-higher-education-and-research,MD radiation oncology,PG,Medicine,,Chennai (Porur),full-time,unknown,,https://sriramachandra.edu/programme/m-d-radiation-oncology/,,no,,GAP:m-d-radiation-oncology,"MD/MS/MDS/DM/M.Ch. clinical postgraduate seats in India are normally filled via NEET-PG/NEET-SS counselling with a small, separately administered foreign-national quota; SRIHER's general international prospectuses reviewed for this task did not confirm a route for this specific speciality."
sri-ramachandra-institute-of-higher-education-and-research,MD radio diagnosis,PG,Medicine,3 years,Chennai (Porur),full-time,unknown,,https://sriramachandra.edu/programme/m-d-radio-diagnosis/,,no,,md-radiodiagnosis,"MD/MS/MDS/DM/M.Ch. clinical postgraduate seats in India are normally filled via NEET-PG/NEET-SS counselling with a small, separately administered foreign-national quota; SRIHER's general international prospectuses reviewed for this task did not confirm a route for this specific speciality."
sri-ramachandra-institute-of-higher-education-and-research,MD respiratory medicine,PG,Medicine,3 years,Chennai (Porur),full-time,unknown,,https://sriramachandra.edu/programme/m-d-respiratory-medicine/,,no,,md-respiratory-medicine,"MD/MS/MDS/DM/M.Ch. clinical postgraduate seats in India are normally filled via NEET-PG/NEET-SS counselling with a small, separately administered foreign-national quota; SRIHER's general international prospectuses reviewed for this task did not confirm a route for this specific speciality."
sri-ramachandra-institute-of-higher-education-and-research,MDS conservative dentistry and endodontics,PG,Dentistry,,Chennai (Porur),full-time,unknown,,https://sriramachandra.edu/programme/m-d-s-conservative-dentistry-and-endodontics/,,no,,GAP:m-d-s-conservative-dentistry-and-endodontics,"MD/MS/MDS/DM/M.Ch. clinical postgraduate seats in India are normally filled via NEET-PG/NEET-SS counselling with a small, separately administered foreign-national quota; SRIHER's general international prospectuses reviewed for this task did not confirm a route for this specific speciality."
sri-ramachandra-institute-of-higher-education-and-research,MDS oral and maxillofacial pathology oral microbiology,PG,Dentistry,,Chennai (Porur),full-time,unknown,,https://sriramachandra.edu/programme/m-d-s-oral-and-maxillofacial-pathology-oral-microbiology/,,no,,GAP:m-d-s-oral-and-maxillofacial-pathology-oral-microbiology,"MD/MS/MDS/DM/M.Ch. clinical postgraduate seats in India are normally filled via NEET-PG/NEET-SS counselling with a small, separately administered foreign-national quota; SRIHER's general international prospectuses reviewed for this task did not confirm a route for this specific speciality."
sri-ramachandra-institute-of-higher-education-and-research,MDS oral and maxillofacial surgery,PG,Dentistry,,Chennai (Porur),full-time,unknown,,https://sriramachandra.edu/programme/m-d-s-oral-and-maxillofacial-surgery/,,no,,GAP:m-d-s-oral-and-maxillofacial-surgery,"MD/MS/MDS/DM/M.Ch. clinical postgraduate seats in India are normally filled via NEET-PG/NEET-SS counselling with a small, separately administered foreign-national quota; SRIHER's general international prospectuses reviewed for this task did not confirm a route for this specific speciality."
sri-ramachandra-institute-of-higher-education-and-research,MDS oral medicine radiology,PG,Dentistry,,Chennai (Porur),full-time,unknown,,https://sriramachandra.edu/programme/m-d-s-oral-medicine-radiology/,,no,,GAP:m-d-s-oral-medicine-radiology,"MD/MS/MDS/DM/M.Ch. clinical postgraduate seats in India are normally filled via NEET-PG/NEET-SS counselling with a small, separately administered foreign-national quota; SRIHER's general international prospectuses reviewed for this task did not confirm a route for this specific speciality."
sri-ramachandra-institute-of-higher-education-and-research,MDS orthodontics dentofacial orthopaedics,PG,Dentistry,,Chennai (Porur),full-time,unknown,,https://sriramachandra.edu/programme/m-d-s-orthodontics-dentofacial-orthopaedics/,,no,,GAP:m-d-s-orthodontics-dentofacial-orthopaedics,"MD/MS/MDS/DM/M.Ch. clinical postgraduate seats in India are normally filled via NEET-PG/NEET-SS counselling with a small, separately administered foreign-national quota; SRIHER's general international prospectuses reviewed for this task did not confirm a route for this specific speciality."
sri-ramachandra-institute-of-higher-education-and-research,MDS pediatric and preventive dentistry,PG,Dentistry,,Chennai (Porur),full-time,unknown,,https://sriramachandra.edu/programme/m-d-s-pediatric-and-preventive-dentistry/,,no,,GAP:m-d-s-pediatric-and-preventive-dentistry,"MD/MS/MDS/DM/M.Ch. clinical postgraduate seats in India are normally filled via NEET-PG/NEET-SS counselling with a small, separately administered foreign-national quota; SRIHER's general international prospectuses reviewed for this task did not confirm a route for this specific speciality."
sri-ramachandra-institute-of-higher-education-and-research,MDS periodontology,PG,Dentistry,,Chennai (Porur),full-time,unknown,,https://sriramachandra.edu/programme/m-d-s-periodontology/,,no,,GAP:m-d-s-periodontology,"MD/MS/MDS/DM/M.Ch. clinical postgraduate seats in India are normally filled via NEET-PG/NEET-SS counselling with a small, separately administered foreign-national quota; SRIHER's general international prospectuses reviewed for this task did not confirm a route for this specific speciality."
sri-ramachandra-institute-of-higher-education-and-research,MDS prosthodontics and crown bridge,PG,Dentistry,,Chennai (Porur),full-time,unknown,,https://sriramachandra.edu/programme/m-d-s-prosthodontics-and-crown-bridge/,,no,,GAP:m-d-s-prosthodontics-and-crown-bridge,"MD/MS/MDS/DM/M.Ch. clinical postgraduate seats in India are normally filled via NEET-PG/NEET-SS counselling with a small, separately administered foreign-national quota; SRIHER's general international prospectuses reviewed for this task did not confirm a route for this specific speciality."
sri-ramachandra-institute-of-higher-education-and-research,MD sports medicine,PG,Medicine,,Chennai (Porur),full-time,unknown,,https://sriramachandra.edu/programme/m-d-sports-medicine/,,no,,GAP:m-d-sports-medicine,"MD/MS/MDS/DM/M.Ch. clinical postgraduate seats in India are normally filled via NEET-PG/NEET-SS counselling with a small, separately administered foreign-national quota; SRIHER's general international prospectuses reviewed for this task did not confirm a route for this specific speciality."
sri-ramachandra-institute-of-higher-education-and-research,M.Optom.,PG,Optometry,,Chennai (Porur),full-time,open_to_international,https://media.sriramachandra.edu/ms/storage/2026/06/PG_-PROSPECTUS_NRI_FN_2026_27_Final.pdf,https://sriramachandra.edu/programme/m-optom/,,no,,GAP:m-optom,"PG NRI/FN prospectus covers non-medical, non-dental postgraduate programmes; individual programme-level confirmation for this specific title was not fetched in this pass."
sri-ramachandra-institute-of-higher-education-and-research,MPT sports,PG,Health Sciences,,Chennai (Porur),full-time,open_to_international,https://media.sriramachandra.edu/ms/storage/2026/06/PG_-PROSPECTUS_NRI_FN_2026_27_Final.pdf,https://sriramachandra.edu/programme/m-p-t-sports/,,no,,GAP:m-p-t-sports,"PG NRI/FN prospectus covers non-medical, non-dental postgraduate programmes; individual programme-level confirmation for this specific title was not fetched in this pass."
sri-ramachandra-institute-of-higher-education-and-research,M.Pharm. pharmaceutical analysis,PG,Pharmacy,,Chennai (Porur),full-time,open_to_international,https://media.sriramachandra.edu/ms/storage/2026/06/PG_-PROSPECTUS_NRI_FN_2026_27_Final.pdf,https://sriramachandra.edu/programme/m-pharm-pharmaceutical-analysis/,,no,,GAP:m-pharm-pharmaceutical-analysis,"PG NRI/FN prospectus covers non-medical, non-dental postgraduate programmes; individual programme-level confirmation for this specific title was not fetched in this pass."
sri-ramachandra-institute-of-higher-education-and-research,M.Pharm. pharmaceutical quality assurance,PG,Pharmacy,,Chennai (Porur),full-time,open_to_international,https://media.sriramachandra.edu/ms/storage/2026/06/PG_-PROSPECTUS_NRI_FN_2026_27_Final.pdf,https://sriramachandra.edu/programme/m-pharm-pharmaceutical-quality-assurance/,,no,,GAP:m-pharm-pharmaceutical-quality-assurance,"PG NRI/FN prospectus covers non-medical, non-dental postgraduate programmes; individual programme-level confirmation for this specific title was not fetched in this pass."
sri-ramachandra-institute-of-higher-education-and-research,M.Pharm. pharmaceutics,PG,Pharmacy,,Chennai (Porur),full-time,open_to_international,https://media.sriramachandra.edu/ms/storage/2026/06/PG_-PROSPECTUS_NRI_FN_2026_27_Final.pdf,https://sriramachandra.edu/programme/m-pharm-pharmaceutics/,,no,,GAP:m-pharm-pharmaceutics,"PG NRI/FN prospectus covers non-medical, non-dental postgraduate programmes; individual programme-level confirmation for this specific title was not fetched in this pass."
sri-ramachandra-institute-of-higher-education-and-research,M.Pharm. pharmacognosy,PG,Pharmacy,,Chennai (Porur),full-time,open_to_international,https://media.sriramachandra.edu/ms/storage/2026/06/PG_-PROSPECTUS_NRI_FN_2026_27_Final.pdf,https://sriramachandra.edu/programme/m-pharm-pharmacognosy/,,no,,GAP:m-pharm-pharmacognosy,"PG NRI/FN prospectus covers non-medical, non-dental postgraduate programmes; individual programme-level confirmation for this specific title was not fetched in this pass."
sri-ramachandra-institute-of-higher-education-and-research,M.Pharm. pharmacology,PG,Pharmacy,,Chennai (Porur),full-time,open_to_international,https://media.sriramachandra.edu/ms/storage/2026/06/PG_-PROSPECTUS_NRI_FN_2026_27_Final.pdf,https://sriramachandra.edu/programme/m-pharm-pharmacology/,,no,,GAP:m-pharm-pharmacology,"PG NRI/FN prospectus covers non-medical, non-dental postgraduate programmes; individual programme-level confirmation for this specific title was not fetched in this pass."
